"category","count","indicator","year","geoLevel"
"E12000009",12,"unemployment_rate","2022","parentcd"
"K02000001",2,"unemployment_rate","2022","parentcd"
"N92000002",11,"unemployment_rate","2022","parentcd"
"S92000003",6,"unemployment_rate","2022","parentcd"
"Y",2,"unemployment_rate","2012","country"
"Y",2,"unemployment_rate","2013","country"
"Y",2,"unemployment_rate","2014","country"
"Y",2,"unemployment_rate","2015","country"
"Y",2,"unemployment_rate","2016","country"
"Y",2,"unemployment_rate","2017","country"
"Y",2,"unemployment_rate","2018","country"
"Y",2,"unemployment_rate","2019","country"
"Y",2,"unemployment_rate","2020","country"
"Y",2,"unemployment_rate","2021","country"
"Y",2,"unemployment_rate","2022","country"
"Y",1,"unemployment_rate","2012","region"
"Y",1,"unemployment_rate","2013","region"
"Y",1,"unemployment_rate","2014","region"
"Y",1,"unemployment_rate","2015","region"
"Y",1,"unemployment_rate","2016","region"
"Y",1,"unemployment_rate","2017","region"
"Y",1,"unemployment_rate","2018","region"
"Y",1,"unemployment_rate","2019","region"
"Y",1,"unemployment_rate","2020","region"
"Y",1,"unemployment_rate","2021","region"
"Y",1,"unemployment_rate","2022","region"
"Y",35,"unemployment_rate","2012","localauthority"
"Y",33,"unemployment_rate","2013","localauthority"
"Y",41,"unemployment_rate","2014","localauthority"
"Y",57,"unemployment_rate","2015","localauthority"
"Y",53,"unemployment_rate","2016","localauthority"
"Y",72,"unemployment_rate","2017","localauthority"
"Y",74,"unemployment_rate","2018","localauthority"
"Y",88,"unemployment_rate","2019","localauthority"
"Y",82,"unemployment_rate","2020","localauthority"
"Y",81,"unemployment_rate","2021","localauthority"
"Y",126,"unemployment_rate","2022","localauthority"
"E92000001",44,"unemployment_rate","2012","countrycd"
"N92000002",11,"unemployment_rate","2012","countrycd"
"S92000003",4,"unemployment_rate","2012","countrycd"
"E92000001",42,"unemployment_rate","2013","countrycd"
"N92000002",11,"unemployment_rate","2013","countrycd"
"S92000003",4,"unemployment_rate","2013","countrycd"
"E92000001",51,"unemployment_rate","2014","countrycd"
"N92000002",11,"unemployment_rate","2014","countrycd"
"S92000003",3,"unemployment_rate","2014","countrycd"
"E92000001",65,"unemployment_rate","2015","countrycd"
"N92000002",11,"unemployment_rate","2015","countrycd"
"S92000003",5,"unemployment_rate","2015","countrycd"
"E92000001",62,"unemployment_rate","2016","countrycd"
"N92000002",11,"unemployment_rate","2016","countrycd"
"S92000003",4,"unemployment_rate","2016","countrycd"
"E92000001",80,"unemployment_rate","2017","countrycd"
"N92000002",11,"unemployment_rate","2017","countrycd"
"S92000003",5,"unemployment_rate","2017","countrycd"
"E92000001",82,"unemployment_rate","2018","countrycd"
"N92000002",11,"unemployment_rate","2018","countrycd"
"S92000003",5,"unemployment_rate","2018","countrycd"
"E92000001",96,"unemployment_rate","2019","countrycd"
"N92000002",11,"unemployment_rate","2019","countrycd"
"S92000003",5,"unemployment_rate","2019","countrycd"
"E92000001",90,"unemployment_rate","2020","countrycd"
"N92000002",11,"unemployment_rate","2020","countrycd"
"S92000003",5,"unemployment_rate","2020","countrycd"
"E92000001",89,"unemployment_rate","2021","countrycd"
"N92000002",11,"unemployment_rate","2021","countrycd"
"S92000003",5,"unemployment_rate","2021","countrycd"
"E92000001",133,"unemployment_rate","2022","countrycd"
"N92000002",11,"unemployment_rate","2022","countrycd"
"S92000003",6,"unemployment_rate","2022","countrycd"
